BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
01.01.2025;00:00;CET;01.01.2025;00:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;260;260;65;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;00:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260;260;65;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WALSUM_10;Konventionell
01.01.2025;00:00;CET;01.01.2025;01:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;370;400;462;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
01.01.2025;00:00;CET;01.01.2025;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;381;550;1905;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
01.01.2025;00:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;41;56;166;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Putlitz;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;38;44;154;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Wessin;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;197,17;433;1183;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;151,17;207;907;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;265;340;1590;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
01.01.2025;00:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;230;1380;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Staudinger 4;Konventionell
01.01.2025;00:00;CET;01.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;67,86;200;475;TenneT DE;TenneT DE;AVA Cluster Alfstedt;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;240;240;1680;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
01.01.2025;00:00;CET;01.01.2025;08:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;238,29;250;2085;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
01.01.2025;00:00;CET;01.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;239,44;300;2155;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 7;Konventionell
01.01.2025;00:00;CET;01.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;466,83;500;4201,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
01.01.2025;00:00;CET;01.01.2025;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;85;100;850;TenneT DE;TenneT DE;SHN Cluster Handewitt T414 T415;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;10:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;197,56;200;2025;TenneT DE;TenneT DE;SHN Cluster Süderdonn T411;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;10:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;340,48;400;3575;TenneT DE;TenneT DE;SHN Cluster Klixbüll;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;10:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;193,02;200;2075;TenneT DE;TenneT DE;SHN Cluster Süderdonn T412 T413;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;1100;TenneT DE;TenneT DE;AVA Cluster Helmstedt;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;990;TenneT DE;TenneT DE;AVA Cluster Lüneburg T412;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;990;TenneT DE;TenneT DE;AVA Cluster Lüneburg T413;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;130;130;1430;TenneT DE;TenneT DE;AVA Cluster Stadorf;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;522,73;600;5750;TenneT DE;TenneT DE;SHN Cluster Heide West T411 T412;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;293,48;300;3375;TenneT DE;TenneT DE;AVA Cluster Ohlensehlen;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;12:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;40;40;490;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;47,76;60;477,59;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Wilstermarsch;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;20:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;111,29;127;973,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;München Nord 2;Konventionell
01.01.2025;00:00;CET;01.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;236,16;360;2243,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SW München KW-Pool;Sonstiges
01.01.2025;00:00;CET;01.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;119,57;551;2600,59;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
01.01.2025;00:00;CET;01.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;512,21;1024;11140,46;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;98,75;100;2370;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;106,05;120;2068;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 7;Konventionell
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;270,14;550;6348,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;282,61;591;6782,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;160;3840;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;15;15;240;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;66,57;87;932;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP Nordergründe;Erneuerbar
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;421,51;970;8114;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;288,85;804;6354,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;341,39;760;5462,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;171,46;260;2057,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;203,33;340;4880;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
01.01.2025;00:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;59,2;72;888;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Jardelund;Erneuerbar
01.01.2025;01:00;CET;01.01.2025;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;85,75;100;343;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
01.01.2025;01:00;CET;01.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;10;10;120;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Gaisburg Block 3;Konventionell
01.01.2025;03:00;CET;01.01.2025;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;114;148;227;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
01.01.2025;03:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;210;294;629;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
01.01.2025;04:00;CET;01.01.2025;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;53;53;53;50Hertz;TenneT DE;50H UW Altentreptow;Erneuerbar
01.01.2025;04:00;CET;01.01.2025;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;230;230;50Hertz;TenneT DE;50H UW Schönewalde;Erneuerbar
01.01.2025;04:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;144;167;181;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Baltic Eagle;Erneuerbar
01.01.2025;04:00;CET;01.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;84;86;167;50Hertz;TenneT DE;50H UW Wustermark;Erneuerbar
01.01.2025;04:00;CET;01.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;36;37;142;50Hertz;TenneT DE;50H UW Iven;Erneuerbar
01.01.2025;05:00;CET;01.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46;58;140;50Hertz;TenneT DE;50H OWP Baltic Eagle;Erneuerbar
01.01.2025;05:00;CET;01.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;750;50Hertz;TenneT DE;50H OWP Wikinger;Erneuerbar
01.01.2025;05:00;CET;01.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;82,67;83;248;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau GT C;Konventionell
01.01.2025;06:00;CET;01.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;35;35;35;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP Nordergründe;Erneuerbar
01.01.2025;06:00;CET;01.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;59;63;118;50Hertz;TenneT DE;50H UW Putlitz;Erneuerbar
01.01.2025;06:00;CET;01.01.2025;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;56;94;112;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Baltic Eagle;Erneuerbar
01.01.2025;06:00;CET;01.01.2025;12:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;225,4;230;1408,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Staudinger 4;Konventionell
01.01.2025;06:00;CET;01.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;30;53;238;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Wessin;Erneuerbar
01.01.2025;06:00;CET;01.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;22,17;65;310,38;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Jardelund;Erneuerbar
01.01.2025;06:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;198;365;790;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
01.01.2025;06:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;53,22;74;479;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP Nordergründe;Erneuerbar
01.01.2025;06:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;239,96;569;3299,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
01.01.2025;06:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;175,94;549;3167;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
01.01.2025;06:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20,72;61;373;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Wilstermarsch;Erneuerbar
01.01.2025;07:00;CET;01.01.2025;12:00;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;31,71;176,62;126,83;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
01.01.2025;07:00;CET;01.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;24,44;39;195,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk_Pforzheim;Konventionell
01.01.2025;08:00;CET;01.01.2025;19:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;229,94;279;1724,57;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
01.01.2025;08:15;CET;01.01.2025;09:00;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;79;119;59,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
01.01.2025;10:00;CET;01.01.2025;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;81;89;405;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Schönewalde;Erneuerbar
01.01.2025;14:00;CET;01.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;98,44;100;787,5;TenneT DE;TenneT DE;SHN Cluster Süderdonn T411;Erneuerbar
01.01.2025;14:00;CET;01.01.2025;22:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;152,94;200;1300;TenneT DE;TenneT DE;SHN Cluster Handewitt T414 T415;Erneuerbar
01.01.2025;14:00;CET;01.01.2025;22:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;191,18;200;1625;TenneT DE;TenneT DE;SHN Cluster Heide West T411 T412;Erneuerbar
01.01.2025;14:00;CET;01.01.2025;22:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95,59;100;812,5;TenneT DE;TenneT DE;SHN Cluster Süderdonn T412 T413;Erneuerbar
01.01.2025;15:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;79,72;100;717,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Heilbronn Block 5;Konventionell
01.01.2025;15:45;CET;01.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;133,22;400;299,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Sonstiges
01.01.2025;16:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;200;200;1600;TenneT DE;TenneT DE;OWP UW Büttel;Erneuerbar
01.01.2025;16:45;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;235,17;385;1705;TransnetBW;TenneT DE;Heizkraftwerk Heilbronn Block 7;Konventionell
01.01.2025;16:45;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;281,63;618,89;2041,85;TenneT DE;TenneT DE;OWP UW Büttel;Erneuerbar
01.01.2025;16:45;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;265,48;446,08;1725,6;TenneT DE;TenneT DE;OWP UW Emden-Ost;Erneuerbar
01.01.2025;16:45;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;425,1;840;3082;TransnetBW;TenneT DE;Vorarlberger Ilwerke;Sonstiges
01.01.2025;17:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;112;121;783;50Hertz;TenneT DE;50H UW Putlitz;Erneuerbar
01.01.2025;17:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;264;271;1851;50Hertz;TenneT DE;50H UW Schönewalde;Erneuerbar
01.01.2025;17:00;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;116;121;812;50Hertz;TenneT DE;50H UW Wustermark;Erneuerbar
01.01.2025;17:15;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;219,04;340;1478,5;TransnetBW;TenneT DE;Grosskraftwerk Mannheim Block 9;Konventionell
01.01.2025;17:45;CET;01.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;11;11;24,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Sonstiges
01.01.2025;18:00;CET;01.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;180,25;280;901,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
01.01.2025;19:30;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;222,61;270;1001,75;TransnetBW;TenneT DE;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
01.01.2025;20:15;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;14;33;36;50Hertz;TenneT DE;50H UW Wessin;Erneuerbar
01.01.2025;23:30;CET;02.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;3;5;2;50Hertz;TenneT DE;50H OWP Arcadis Ost 1;Erneuerbar
02.01.2025;00:00;CET;02.01.2025;01:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;120;120;120;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 7;Konventionell
02.01.2025;00:00;CET;02.01.2025;01:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
02.01.2025;00:00;CET;02.01.2025;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;82,5;100;247,5;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
02.01.2025;00:00;CET;02.01.2025;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;85;225;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Heilbronn Block 5;Konventionell
02.01.2025;00:00;CET;02.01.2025;05:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;128,04;270;736,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
02.01.2025;00:00;CET;02.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;277,82;529;1180,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
02.01.2025;00:00;CET;02.01.2025;07:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;581,9;954;4218,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
02.01.2025;00:00;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;172;375;731;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
02.01.2025;00:00;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;376,69;645;3013,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
02.01.2025;00:00;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;291,11;1000;2037,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
02.01.2025;00:00;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260;260;2080;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
02.01.2025;00:00;CET;02.01.2025;09:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;280,57;600;2595,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
02.01.2025;00:00;CET;02.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;264,75;593;3441,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
02.01.2025;00:00;CET;02.01.2025;22:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;256,68;799;4748,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
02.01.2025;00:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;58;92;1278;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
02.01.2025;00:00;CET;03.01.2025;00:00;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;62,5;244;218,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
02.01.2025;00:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;249;250;5978;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Bexbach A;Konventionell
02.01.2025;00:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;160;3840;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
02.01.2025;00:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;241,67;340;1450;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
02.01.2025;01:00;CET;02.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;11;13;66;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Erfurt-Ost HKW GuD;Konventionell
02.01.2025;01:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105,79;245;370,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
02.01.2025;02:00;CET;02.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;106;120;425;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Schönewalde;Erneuerbar
02.01.2025;03:00;CET;02.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;108;115;325;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Wikinger;Erneuerbar
02.01.2025;03:00;CET;02.01.2025;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;249;643;1741;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
02.01.2025;04:00;CET;02.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;400;2498;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_20;Konventionell
02.01.2025;04:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;737;810;14740;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
02.01.2025;04:30;CET;02.01.2025;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;120;55;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
