BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
23.07.2025;09:00;CEST;23.07.2025;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;57;65;57;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
23.07.2025;09:00;CEST;23.07.2025;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;243;340;364;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;LAUSWARD_GUDF;Konventionell
23.07.2025;09:00;CEST;23.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;114;156;228;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_K;Konventionell
23.07.2025;10:00;CEST;23.07.2025;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;300;TenneT DE;TenneT DE;AVA Cluster Helmstedt;Erneuerbar
23.07.2025;10:00;CEST;23.07.2025;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;121;130;394;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Putlitz;Erneuerbar
23.07.2025;11:00;CEST;23.07.2025;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;9;9;36;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Braunschweig HKWM DT42;Konventionell
23.07.2025;11:00;CEST;23.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;79;127;474;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Schönewalde;Erneuerbar
23.07.2025;11:00;CEST;23.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;380,67;500;2284;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;AVA Cluster Helmstedt;Erneuerbar
23.07.2025;11:00;CEST;23.07.2025;17:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;38,62;46;251;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Braunschweig GT;Konventionell
23.07.2025;11:15;CEST;23.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;54;89;147;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Baltic Eagle;Erneuerbar
23.07.2025;11:15;CEST;23.07.2025;17:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;53,38;65;347;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Hannover (GKH) 1;Konventionell
23.07.2025;11:30;CEST;23.07.2025;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;450;TenneT DE;TenneT DE;BAG NWAK-Cluster 15 Pleinting;Erneuerbar
23.07.2025;11:30;CEST;23.07.2025;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;124,44;200;560;TenneT DE;TenneT DE;BAG NWAK-Cluster 17 Altheim;Erneuerbar
23.07.2025;11:45;CEST;23.07.2025;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;18,18;19;100;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Braunschweig HKWN GT;Konventionell
23.07.2025;11:45;CEST;23.07.2025;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;56,36;65;310;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Linden GKL GT 3;Konventionell
23.07.2025;12:00;CEST;23.07.2025;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;37;39;112;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H UW Wustermark;Erneuerbar
23.07.2025;13:00;CEST;23.07.2025;17:00;CEST;Testfahrt (bnBm);Wirkleistungseinspeisung erhöhen;30;33;120;Amprion;Amprion;BIBLIS_GT (bnBm);Konventionell
23.07.2025;13:00;CEST;23.07.2025;17:00;CEST;Testfahrt (bnBm);Wirkleistungseinspeisung reduzieren;30;33;120;Amprion;Amprion;NEURATH_F;Konventionell
23.07.2025;13:15;CEST;23.07.2025;13:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;5;5;1;50Hertz;50Hertz;Börse;Sonstiges
23.07.2025;14:00;CEST;23.07.2025;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;170;170;340;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;BAG NWAK-Cluster 17 Altheim;Erneuerbar
23.07.2025;14:00;CEST;23.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;53,5;70;267,5;TenneT DE;TenneT DE;EE Niedersachsen;Erneuerbar
23.07.2025;15:00;CEST;23.07.2025;15:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;4;5;2;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H PV Witznitz;Erneuerbar
23.07.2025;16:00;CEST;23.07.2025;17:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung reduzieren;70;70;70;TenneT DE;TenneT DE;Börse;Sonstiges
23.07.2025;16:00;CEST;23.07.2025;17:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;70;70;70;TenneT DE;TenneT DE;ReserveKW Ingolstadt 3;Konventionell
23.07.2025;16:00;CEST;23.07.2025;17:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;16;22;29;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
23.07.2025;17:00;CEST;23.07.2025;17:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;46;108;34;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
23.07.2025;17:00;CEST;23.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;62;100;62;50Hertz;Amprion & RTE;Lippendorf VE;Konventionell
23.07.2025;17:00;CEST;24.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;305;450;2138;Amprion;Amprion & RTE;Netzreservekraftwerk Weiher C;Konventionell
23.07.2025;17:45;CEST;23.07.2025;20:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;42;60;21;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
23.07.2025;17:45;CEST;24.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;303,32;469;1895,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
23.07.2025;18:00;CEST;23.07.2025;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;36;36;9;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
23.07.2025;18:15;CEST;23.07.2025;18:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;36;36;9;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
23.07.2025;19:15;CEST;23.07.2025;19:30;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;33;33;8,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
23.07.2025;19:30;CEST;24.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;190,11;198;855,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
23.07.2025;22:00;CEST;23.07.2025;22:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;12;Amprion;Amprion & RTE;Börse;Konventionell
24.07.2025;00:00;CEST;24.07.2025;00:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;70;70;18;50Hertz;Amprion & RTE;Boxberg (Standort);Konventionell
24.07.2025;00:00;CEST;24.07.2025;00:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;70;70;18;50Hertz;Amprion & RTE;Lippendorf VE;Konventionell
24.07.2025;00:00;CEST;24.07.2025;00:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;62;Amprion;Amprion & RTE;Netzreservekraftwerk Weiher C;Konventionell
24.07.2025;00:00;CEST;24.07.2025;00:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;12;50Hertz;Amprion & RTE;Rostock Kohlekraftwerk;Konventionell
24.07.2025;00:00;CEST;24.07.2025;00:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;60;15;50Hertz;Amprion & RTE;Schwarze Pumpe (Standort);Konventionell
24.07.2025;00:00;CEST;24.07.2025;02:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;176;197;440;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
24.07.2025;00:00;CEST;24.07.2025;03:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;226,85;303;737,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
24.07.2025;00:30;CEST;24.07.2025;15:45;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;24,35;91;103,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
24.07.2025;02:00;CEST;24.07.2025;06:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;181;204;814,5;TenneT DE;TenneT DE;Irsching 4;Konventionell
24.07.2025;02:00;CEST;24.07.2025;07:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;215,25;351;1076,25;TenneT DE;TenneT DE;Wilhelmshaven (ENGIE);Konventionell
24.07.2025;03:30;CEST;24.07.2025;15:15;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;27,2;54;34;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
24.07.2025;04:00;CEST;24.07.2025;07:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;21,5;30;43;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Leitzach Pool;Sonstiges
24.07.2025;05:00;CEST;24.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;45,33;80;272;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SW München KW-Pool;Sonstiges
24.07.2025;06:00;CEST;24.07.2025;07:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;129,5;289;129,5;TransnetBW;TenneT DE;illwerke vkw AG;Sonstiges
24.07.2025;14:45;CEST;24.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;113;146;254;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WALSUM_10;Konventionell
24.07.2025;17:00;CEST;24.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;48;48;48;TenneT DE;TenneT DE;Leitzach Pool;Sonstiges
24.07.2025;17:00;CEST;24.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;31;31;31;TransnetBW;TenneT DE;Pumpspeicherwerk Glems;Sonstiges
24.07.2025;17:00;CEST;24.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;87;87;174;TransnetBW;TenneT DE;Grosskraftwerk Mannheim Block 9;Konventionell
24.07.2025;17:00;CEST;24.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;120;240;TenneT DE;TenneT DE;Kühtai 2 (Uniper);Sonstiges
24.07.2025;17:00;CEST;24.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;37;60;74;TenneT DE;TenneT DE;SW München KW-Pool;Sonstiges
24.07.2025;18:00;CEST;24.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;33;33;33;TransnetBW;TenneT DE;illwerke vkw AG;Sonstiges
24.07.2025;18:00;CEST;25.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;339;450;2035;Amprion;Amprion & RTE;Netzreservekraftwerk Weiher C;Konventionell
24.07.2025;20:00;CEST;24.07.2025;20:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;130;45;TransnetBW;Amprion & RTE;illwerke vkw AG;Sonstiges
24.07.2025;20:00;CEST;24.07.2025;23:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;66,67;90;200;TenneT DE;TenneT DE;Börse;Sonstiges
25.07.2025;04:30;CEST;25.07.2025;09:00;CEST;Probefahrt;Wirkleistungseinspeisung reduzieren;137,78;220;620;TransnetBW;TransnetBW;Börse;Sonstiges
25.07.2025;04:30;CEST;25.07.2025;09:00;CEST;Probefahrt;Wirkleistungseinspeisung erhöhen;137,78;220;620;TransnetBW;TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
25.07.2025;09:00;CEST;25.07.2025;19:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;38,19;89;200,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
25.07.2025;10:00;CEST;25.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;87;127;699;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-II;Konventionell
25.07.2025;13:00;CEST;25.07.2025;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;300;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;GUD_HERNE_6;Konventionell
25.07.2025;13:00;CEST;25.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;76;90;303;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_G;Konventionell
25.07.2025;13:00;CEST;25.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;33;34;132;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_H;Konventionell
25.07.2025;13:00;CEST;25.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;155;195;619;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEISWEILER_H;Konventionell
25.07.2025;14:30;CEST;25.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;35;82;87;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf EnBW;Konventionell
25.07.2025;14:30;CEST;25.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;250;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEISWEILER_G;Konventionell
25.07.2025;15:00;CEST;25.07.2025;17:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;225;230;450;TenneT DE;TenneT DE;Börse;Sonstiges
25.07.2025;16:00;CEST;25.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;118;153;236;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WALSUM_10;Konventionell
25.07.2025;16:45;CEST;25.07.2025;19:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;74,08;130;222,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
25.07.2025;17:45;CEST;25.07.2025;19:45;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;20,25;43;20,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
25.07.2025;20:00;CEST;26.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;311;400;1245;Amprion;Amprion & RTE;Börse;Konventionell
25.07.2025;22:00;CEST;26.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;200;Amprion;Amprion & RTE;BASF-GESAMTEINSPEISG;Konventionell
25.07.2025;22:00;CEST;26.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;78;78;155;Amprion;Amprion & RTE;Netzreservekraftwerk GTKW-DA-POOL;Konventionell
26.07.2025;00:00;CEST;26.07.2025;01:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;100;Amprion;Amprion & RTE;BASF-GESAMTEINSPEISG;Konventionell
26.07.2025;00:00;CEST;26.07.2025;01:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;221;221;221;Amprion;Amprion & RTE;Börse;Konventionell
26.07.2025;00:00;CEST;26.07.2025;01:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;79;79;79;Amprion;Amprion & RTE;Netzreservekraftwerk GTKW-DA-POOL;Konventionell
26.07.2025;06:00;CEST;26.07.2025;19:00;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;53,6;138;268;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
26.07.2025;06:15;CEST;26.07.2025;17:30;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;32,73;120;90;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
26.07.2025;06:15;CEST;26.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;134,26;179;772;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SW München KW-Pool;Sonstiges
26.07.2025;06:30;CEST;26.07.2025;16:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;43;52;258;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Hannover (GKH) 1;Konventionell
26.07.2025;08:45;CEST;26.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;158;250;1144;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEISWEILER_H;Konventionell
26.07.2025;09:00;CEST;26.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;130;158;1038;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;STUMMHAFEN_10;Konventionell
26.07.2025;09:45;CEST;26.07.2025;17:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;107;150;614;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEISWEILER_G;Konventionell
26.07.2025;10:00;CEST;26.07.2025;10:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;20;20;5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
26.07.2025;10:15;CEST;26.07.2025;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
26.07.2025;13:00;CEST;26.07.2025;16:00;CEST;Testfahrt (bnBm);Wirkleistungseinspeisung erhöhen;30;33;90;Amprion;Amprion;BIBLIS_GT (bnBm);Konventionell
26.07.2025;13:00;CEST;26.07.2025;16:00;CEST;Testfahrt (bnBm);Wirkleistungseinspeisung reduzieren;30;33;90;Amprion;Amprion;NIEDERAUSSEM_K;Konventionell
26.07.2025;16:45;CEST;26.07.2025;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;100;100;50;Amprion;Amprion & RTE;NIEDERAUSSEM_G;Konventionell
26.07.2025;17:00;CEST;26.07.2025;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;70;18;Amprion;Amprion & RTE;WEISWEILER_G;Konventionell
26.07.2025;17:00;CEST;26.07.2025;20:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;60;75;75;Amprion;Amprion & RTE;Börse;Konventionell
26.07.2025;17:15;CEST;26.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;43;100;76;Amprion;Amprion & RTE;NIEHL-II;Konventionell
26.07.2025;17:15;CEST;27.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;270;386;1825;Amprion;Amprion & RTE;HAMMUENTROP_20;Konventionell
26.07.2025;17:15;CEST;27.07.2025;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;320;400;2158;Amprion;Amprion & RTE;Netzreservekraftwerk Weiher C;Konventionell
26.07.2025;17:30;CEST;26.07.2025;18:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;92;92;115;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Silz 2 (Uniper);Erneuerbar
26.07.2025;17:30;CEST;26.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;93;130;140;Amprion;Amprion & RTE;NIEDERAUSSEM_K;Konventionell
26.07.2025;18:45;CEST;26.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;206;206;52;Amprion;Amprion & RTE;Börse;Konventionell
27.07.2025;00:00;CEST;27.07.2025;01:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;294;320;368;Amprion;Amprion & RTE;Netzreservekraftwerk Weiher C;Konventionell
27.07.2025;00:00;CEST;27.07.2025;01:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;186;250;279;Amprion;Amprion & RTE;HAMMUENTROP_20;Konventionell
27.07.2025;02:15;CEST;27.07.2025;08:30;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;250;1437,5;TenneT DE;TenneT DE;Börse;Sonstiges
27.07.2025;02:15;CEST;27.07.2025;08:30;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;250;1437,5;TenneT DE;TenneT DE;Irsching 5;Konventionell
28.07.2025;05:00;CEST;28.07.2025;09:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;320;400;1358;Amprion;Amprion & RTE;GUD_HERNE_6;Konventionell
28.07.2025;10:00;CEST;28.07.2025;10:30;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;36;56;18;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
28.07.2025;10:00;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;66;96;792;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
28.07.2025;10:00;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;172;381;2065;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
28.07.2025;10:00;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;274,92;650;3299;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
28.07.2025;10:30;CEST;28.07.2025;12:45;CEST;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung reduzieren;69,57;140;121,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
28.07.2025;11:00;CEST;28.07.2025;12:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;42;69;64;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_G;Konventionell
28.07.2025;12:00;CEST;28.07.2025;19:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;732,86;1100;5130;TenneT DE;TenneT DE;Börse;Sonstiges
28.07.2025;14:00;CEST;28.07.2025;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;19;20;61,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Wilstermarsch;Erneuerbar
28.07.2025;14:00;CEST;28.07.2025;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;32,5;44;130;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;WP Schafflund;Erneuerbar
28.07.2025;14:00;CEST;28.07.2025;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;123;158;491;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-II;Konventionell
28.07.2025;14:15;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;81,13;100;628,74;TenneT DE;TenneT DE;SHN Cluster Audorf Süd;Erneuerbar
28.07.2025;14:15;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;88,91;100;689,02;TenneT DE;TenneT DE;SHN Cluster Handewitt T411;Erneuerbar
28.07.2025;14:15;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;49,84;50;386,25;TenneT DE;TenneT DE;SHN Cluster Handewitt T412 T413;Erneuerbar
28.07.2025;14:15;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;45,62;50;353,59;TenneT DE;TenneT DE;SHN Cluster Jardelund;Erneuerbar
28.07.2025;14:15;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90,95;100;704,83;TenneT DE;TenneT DE;SHN Cluster Schuby West;Erneuerbar
28.07.2025;14:30;CEST;28.07.2025;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;179,53;323;673,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
28.07.2025;15:00;CEST;28.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;SHN Cluster Handewitt T414 T415;Erneuerbar
28.07.2025;15:00;CEST;28.07.2025;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;48;50;108;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_G;Konventionell
28.07.2025;15:30;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;39,29;48,88;255,4;TenneT DE;TenneT DE;SHN Cluster Krümmel;Erneuerbar
28.07.2025;15:30;CEST;28.07.2025;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;73,8;85;479,71;TenneT DE;TenneT DE;SHN Cluster Lübeck;Erneuerbar
28.07.2025;16:00;CEST;28.07.2025;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;8;8;8;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
28.07.2025;18:00;CEST;28.07.2025;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;75;TenneT DE;TenneT DE;Börse;Sonstiges
