Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
01.01.2025 00:00;01.01.2025 00:15;469,00;189,75;254,00;3.489,75;2,00;10,00;-;0,00;65,50;370,50;0,00;61,00
01.01.2025 00:15;01.01.2025 00:30;467,00;199,00;299,75;3.497,50;2,00;10,00;-;0,00;65,25;374,50;0,00;61,00
01.01.2025 00:30;01.01.2025 00:45;462,00;199,25;285,00;3.500,00;2,00;10,00;-;0,00;65,00;371,25;0,50;61,00
01.01.2025 00:45;01.01.2025 01:00;461,50;206,50;261,00;3.471,75;2,00;10,00;-;0,00;64,75;377,25;9,00;61,00
01.01.2025 01:00;01.01.2025 01:15;461,25;198,50;212,25;3.485,25;2,00;10,00;-;0,00;63,25;385,00;0,00;61,00
01.01.2025 01:15;01.01.2025 01:30;462,50;186,25;276,50;3.469,50;2,00;10,00;-;0,00;63,25;375,50;0,00;61,00
01.01.2025 01:30;01.01.2025 01:45;462,00;193,50;252,25;3.482,00;2,00;10,00;-;0,00;63,25;367,50;0,00;61,00
01.01.2025 01:45;01.01.2025 02:00;461,25;199,50;252,50;3.497,00;2,00;10,00;-;0,00;63,50;367,25;0,00;61,00
01.01.2025 02:00;01.01.2025 02:15;455,75;186,75;319,50;3.519,75;2,00;10,00;-;0,00;65,25;367,25;0,00;61,00
01.01.2025 02:15;01.01.2025 02:30;454,75;179,00;316,25;3.536,50;2,00;10,00;-;0,00;65,25;367,25;0,00;61,00
01.01.2025 02:30;01.01.2025 02:45;455,00;190,25;296,75;3.506,00;2,00;10,00;-;0,00;65,50;367,50;0,00;61,00
01.01.2025 02:45;01.01.2025 03:00;456,50;181,25;285,25;3.518,00;2,00;10,00;-;0,00;65,50;367,25;0,00;61,00
01.01.2025 03:00;01.01.2025 03:15;456,25;180,25;165,50;3.391,50;2,00;10,25;-;0,00;65,50;367,50;0,00;61,00
01.01.2025 03:15;01.01.2025 03:30;456,25;180,50;118,50;3.411,00;2,00;10,25;-;0,00;65,50;367,25;0,00;61,00
01.01.2025 03:30;01.01.2025 03:45;452,25;176,00;96,25;3.413,75;2,00;10,25;-;0,00;65,50;379,75;0,00;61,00
01.01.2025 03:45;01.01.2025 04:00;454,50;174,25;85,25;3.414,25;2,00;10,25;-;0,00;65,50;379,75;0,00;61,00
01.01.2025 04:00;01.01.2025 04:15;453,00;177,00;151,50;3.359,75;2,00;10,25;-;0,00;64,00;379,75;0,00;60,75
01.01.2025 04:15;01.01.2025 04:30;450,00;177,25;145,00;3.346,25;2,00;10,25;-;0,00;63,00;379,50;0,00;60,75
01.01.2025 04:30;01.01.2025 04:45;449,50;179,50;124,50;3.368,25;2,00;10,25;-;0,00;63,25;379,25;0,00;60,75
01.01.2025 04:45;01.01.2025 05:00;448,75;175,75;104,00;3.381,00;2,00;10,25;-;0,00;63,25;379,50;0,00;60,75
01.01.2025 05:00;01.01.2025 05:15;449,25;175,00;122,75;3.362,00;2,00;10,25;-;0,00;63,25;379,00;0,00;60,75
01.01.2025 05:15;01.01.2025 05:30;450,00;176,50;113,00;3.338,25;1,75;10,25;-;0,00;63,50;378,75;0,00;60,75
01.01.2025 05:30;01.01.2025 05:45;451,50;177,00;97,75;3.367,75;1,75;10,25;-;0,00;63,50;379,00;0,00;60,75
01.01.2025 05:45;01.01.2025 06:00;451,75;177,50;60,25;3.373,50;2,00;10,25;-;0,00;63,75;379,25;0,00;60,75
01.01.2025 06:00;01.01.2025 06:15;456,25;178,50;84,00;3.642,25;2,25;10,25;-;0,00;63,75;378,75;0,00;60,50
01.01.2025 06:15;01.01.2025 06:30;458,25;179,50;102,25;3.677,50;2,25;10,00;-;0,00;63,75;379,50;0,00;60,50
01.01.2025 06:30;01.01.2025 06:45;457,75;180,25;126,50;3.664,50;2,25;10,00;-;0,00;63,75;379,25;0,00;60,50
01.01.2025 06:45;01.01.2025 07:00;458,25;180,75;125,50;3.698,25;2,25;10,00;-;0,00;63,75;379,00;0,00;60,50
01.01.2025 07:00;01.01.2025 07:15;465,25;186,25;152,00;3.763,50;2,25;10,00;-;0,00;63,75;382,25;0,00;60,50
01.01.2025 07:15;01.01.2025 07:30;468,00;186,25;156,25;3.750,25;2,50;9,75;-;0,00;63,75;382,75;0,00;60,50
01.01.2025 07:30;01.01.2025 07:45;468,25;179,25;175,25;3.745,00;2,50;9,75;-;0,00;63,75;379,50;0,00;60,50
01.01.2025 07:45;01.01.2025 08:00;471,75;180,50;177,25;3.702,75;3,50;9,75;-;0,00;64,00;379,00;0,00;60,50
01.01.2025 08:00;01.01.2025 08:15;476,50;181,00;251,50;3.625,50;8,50;9,75;-;0,00;64,00;372,00;0,00;60,50
01.01.2025 08:15;01.01.2025 08:30;480,00;180,75;281,25;3.614,00;37,25;9,75;-;0,00;65,00;311,25;0,00;60,50
01.01.2025 08:30;01.01.2025 08:45;482,25;180,50;279,00;3.576,00;97,50;9,75;-;0,00;65,00;288,00;0,00;60,50
01.01.2025 08:45;01.01.2025 09:00;484,50;181,25;280,50;3.584,75;174,50;9,75;-;0,00;65,25;287,75;0,00;60,50
01.01.2025 09:00;01.01.2025 09:15;482,00;183,25;242,50;3.461,00;265,00;9,75;-;0,00;65,50;288,00;0,00;60,50
01.01.2025 09:15;01.01.2025 09:30;482,00;191,25;207,50;3.443,50;357,00;9,50;-;0,00;65,50;287,75;0,00;60,50
01.01.2025 09:30;01.01.2025 09:45;481,75;185,00;186,50;3.398,75;462,00;9,50;-;0,00;65,50;288,25;0,00;60,50
01.01.2025 09:45;01.01.2025 10:00;482,50;185,25;184,25;3.420,00;556,75;9,50;-;0,00;65,50;288,00;0,00;60,50
01.01.2025 10:00;01.01.2025 10:15;478,00;188,00;194,50;3.607,00;659,75;9,50;-;0,00;65,25;288,00;0,00;60,50
01.01.2025 10:15;01.01.2025 10:30;474,75;190,50;199,25;3.682,00;766,75;9,25;-;0,00;65,50;288,75;0,00;60,50
01.01.2025 10:30;01.01.2025 10:45;475,00;192,75;160,75;3.717,50;862,25;9,25;-;0,00;65,50;288,25;0,00;60,50
01.01.2025 10:45;01.01.2025 11:00;477,50;193,50;171,25;3.755,00;952,25;9,25;-;0,00;65,50;288,50;0,00;60,50
01.01.2025 11:00;01.01.2025 11:15;474,25;193,50;115,00;3.817,25;1.027,50;9,00;-;0,00;65,50;288,00;0,00;60,50
01.01.2025 11:15;01.01.2025 11:30;474,75;193,75;119,00;3.812,25;1.110,00;9,00;-;0,00;65,50;288,00;0,00;60,50
01.01.2025 11:30;01.01.2025 11:45;474,00;192,25;121,25;3.794,75;1.166,75;9,00;-;0,00;65,50;288,00;0,00;60,50
01.01.2025 11:45;01.01.2025 12:00;475,00;193,25;119,75;3.778,75;1.207,00;9,00;-;0,00;65,50;286,75;0,00;60,50
01.01.2025 12:00;01.01.2025 12:15;464,50;205,00;161,00;3.860,50;1.227,00;8,75;-;0,00;65,75;254,25;0,00;60,50
01.01.2025 12:15;01.01.2025 12:30;460,00;199,75;191,00;3.924,50;1.245,25;9,00;-;0,00;65,75;203,75;0,00;60,50
01.01.2025 12:30;01.01.2025 12:45;460,75;196,75;202,00;3.999,75;1.257,75;9,00;-;0,00;65,75;203,75;0,00;60,50
01.01.2025 12:45;01.01.2025 13:00;463,25;197,50;205,00;4.001,00;1.243,75;9,00;-;0,00;65,75;203,75;0,00;60,50
01.01.2025 13:00;01.01.2025 13:15;461,75;198,25;230,25;4.043,25;1.206,50;9,00;-;0,00;65,75;203,50;0,00;60,50
01.01.2025 13:15;01.01.2025 13:30;459,75;197,75;309,00;4.015,00;1.161,75;9,00;-;0,00;65,75;203,50;0,00;60,50
01.01.2025 13:30;01.01.2025 13:45;459,50;196,75;352,00;4.066,75;1.096,75;9,25;-;0,00;65,75;203,50;0,00;60,50
01.01.2025 13:45;01.01.2025 14:00;460,50;194,75;420,75;4.086,25;1.008,50;9,00;-;0,00;65,75;203,50;0,00;60,50
01.01.2025 14:00;01.01.2025 14:15;460,50;191,75;409,50;4.017,00;894,25;9,00;-;0,00;65,25;204,50;0,00;60,50
01.01.2025 14:15;01.01.2025 14:30;462,75;189,50;479,75;4.024,75;796,25;9,00;-;0,00;65,25;204,50;0,00;60,50
01.01.2025 14:30;01.01.2025 14:45;462,50;186,50;545,25;4.061,00;675,25;9,00;-;0,00;65,50;204,50;0,00;60,50
01.01.2025 14:45;01.01.2025 15:00;464,50;185,75;659,50;4.088,25;556,25;9,00;-;0,00;65,50;204,75;0,00;60,50
01.01.2025 15:00;01.01.2025 15:15;468,50;183,25;767,50;4.168,75;428,25;9,25;-;0,00;65,75;204,75;0,00;60,50
01.01.2025 15:15;01.01.2025 15:30;472,50;191,75;815,75;4.256,50;314,50;9,25;-;0,00;65,75;204,75;0,00;60,50
01.01.2025 15:30;01.01.2025 15:45;474,25;190,50;857,25;4.354,25;210,50;9,25;-;0,00;65,75;204,75;0,00;60,50
01.01.2025 15:45;01.01.2025 16:00;478,25;185,50;795,25;4.385,50;123,00;9,25;-;0,00;65,75;205,00;0,00;60,50
01.01.2025 16:00;01.01.2025 16:15;491,25;186,75;811,75;4.296,00;52,50;9,25;-;0,00;65,75;205,00;0,00;60,50
01.01.2025 16:15;01.01.2025 16:30;496,75;190,00;888,75;4.376,00;12,50;9,50;-;0,00;65,75;205,00;0,00;60,50
01.01.2025 16:30;01.01.2025 16:45;499,75;192,00;884,50;4.443,25;5,00;9,50;-;0,00;65,50;205,00;0,00;60,50
01.01.2025 16:45;01.01.2025 17:00;502,00;187,00;783,00;4.446,00;4,00;9,75;-;0,00;65,25;205,25;0,00;60,50
01.01.2025 17:00;01.01.2025 17:15;510,00;193,50;790,25;4.500,75;4,00;9,50;-;0,00;65,25;205,00;0,00;60,75
01.01.2025 17:15;01.01.2025 17:30;514,50;190,50;884,50;4.587,50;4,00;9,50;-;0,00;65,25;205,00;5,25;60,75
01.01.2025 17:30;01.01.2025 17:45;516,00;189,00;897,00;4.580,75;3,75;9,50;-;0,00;65,50;205,00;6,25;60,75
01.01.2025 17:45;01.01.2025 18:00;517,50;188,25;887,00;4.589,50;3,25;9,50;-;0,00;65,50;205,00;3,50;60,75
01.01.2025 18:00;01.01.2025 18:15;518,75;189,00;669,00;4.590,25;3,25;9,50;-;0,00;65,50;204,75;0,00;60,75
01.01.2025 18:15;01.01.2025 18:30;520,50;185,75;618,50;4.580,50;3,00;9,50;-;0,00;65,50;204,75;0,00;60,75
01.01.2025 18:30;01.01.2025 18:45;520,25;187,00;585,00;4.552,00;3,00;9,50;-;0,00;65,25;205,00;0,00;60,75
01.01.2025 18:45;01.01.2025 19:00;520,25;185,75;548,00;4.573,25;3,00;9,50;-;0,00;65,25;205,25;0,00;60,75
01.01.2025 19:00;01.01.2025 19:15;515,75;194,50;540,50;4.486,25;2,75;9,50;-;0,00;65,25;205,00;0,00;60,75
01.01.2025 19:15;01.01.2025 19:30;514,75;202,75;530,00;4.456,50;2,50;9,50;-;0,00;65,25;204,75;0,00;60,75
01.01.2025 19:30;01.01.2025 19:45;512,50;186,00;521,50;4.439,25;2,50;9,50;-;0,00;65,25;204,75;0,00;60,75
01.01.2025 19:45;01.01.2025 20:00;513,25;185,50;516,50;4.422,00;2,25;9,50;-;0,00;65,50;204,75;0,00;60,75
01.01.2025 20:00;01.01.2025 20:15;500,75;185,50;646,25;4.429,25;2,75;9,50;-;0,00;65,50;205,25;0,00;60,75
01.01.2025 20:15;01.01.2025 20:30;501,50;185,25;666,50;4.420,25;2,50;9,50;-;0,00;65,50;204,75;0,00;60,75
01.01.2025 20:30;01.01.2025 20:45;499,75;183,75;651,50;4.437,25;2,50;9,50;-;0,00;65,25;204,75;0,00;60,75
01.01.2025 20:45;01.01.2025 21:00;499,25;183,25;625,50;4.458,00;2,50;9,50;-;0,00;65,25;204,75;0,00;60,75
01.01.2025 21:00;01.01.2025 21:15;490,25;182,25;675,50;4.411,00;2,50;9,50;-;0,00;65,00;204,75;0,00;61,00
01.01.2025 21:15;01.01.2025 21:30;489,50;181,50;707,00;4.305,50;2,25;9,50;-;0,00;64,50;204,75;0,00;61,00
01.01.2025 21:30;01.01.2025 21:45;490,25;181,75;659,75;4.242,25;2,50;9,50;-;0,00;64,25;204,75;0,00;61,00
01.01.2025 21:45;01.01.2025 22:00;490,50;181,00;586,00;4.215,00;2,25;9,50;-;0,00;64,00;204,75;0,00;61,00
01.01.2025 22:00;01.01.2025 22:15;485,25;188,00;650,25;3.988,75;2,00;9,75;-;0,00;65,50;204,75;14,25;60,75
01.01.2025 22:15;01.01.2025 22:30;485,00;184,25;656,00;3.996,50;2,00;9,75;-;0,00;65,75;204,75;0,25;60,75
01.01.2025 22:30;01.01.2025 22:45;483,00;182,50;579,25;4.021,00;2,00;9,75;-;0,00;65,50;204,75;0,25;60,75
01.01.2025 22:45;01.01.2025 23:00;480,00;179,00;583,00;4.017,75;2,00;9,75;-;0,00;65,50;204,75;1,50;60,75
01.01.2025 23:00;01.01.2025 23:15;471,75;186,25;663,25;4.045,50;2,00;9,75;-;0,00;64,75;204,75;30,50;60,75
01.01.2025 23:15;01.01.2025 23:30;467,75;188,50;648,50;4.001,50;2,00;10,00;-;0,00;64,50;204,75;30,00;60,75
01.01.2025 23:30;01.01.2025 23:45;466,00;182,25;740,75;3.957,75;2,00;10,00;-;0,00;64,00;205,25;0,00;60,75
01.01.2025 23:45;02.01.2025 00:00;462,25;181,25;739,25;3.887,00;2,00;10,00;-;0,00;63,75;204,75;0,00;60,75
02.01.2025 00:00;02.01.2025 00:15;439,50;178,00;701,25;3.812,00;2,00;10,00;-;0,00;64,00;205,00;0,00;61,00
02.01.2025 00:15;02.01.2025 00:30;447,00;183,25;649,75;3.695,25;1,75;10,00;-;0,00;64,50;204,75;0,00;61,00
02.01.2025 00:30;02.01.2025 00:45;446,75;179,25;649,25;3.604,50;1,50;10,00;-;0,00;64,75;204,75;0,00;61,00
02.01.2025 00:45;02.01.2025 01:00;446,75;178,50;640,50;3.433,00;1,50;10,00;-;0,00;65,00;205,00;0,00;61,00
02.01.2025 01:00;02.01.2025 01:15;442,50;181,00;809,75;3.405,00;1,25;10,00;-;0,00;64,25;205,00;0,00;61,00
02.01.2025 01:15;02.01.2025 01:30;442,50;176,25;848,25;3.459,75;1,25;10,00;-;0,00;64,50;205,00;0,00;61,00
02.01.2025 01:30;02.01.2025 01:45;441,50;174,75;859,00;3.463,50;1,00;10,00;-;0,00;64,75;205,25;0,00;61,00
02.01.2025 01:45;02.01.2025 02:00;441,75;177,25;884,00;3.353,25;1,25;10,00;-;0,00;65,00;204,75;0,00;61,00
02.01.2025 02:00;02.01.2025 02:15;441,50;184,75;940,75;3.253,75;1,25;10,00;-;0,00;65,00;223,25;0,00;61,00
02.01.2025 02:15;02.01.2025 02:30;443,75;192,00;943,00;3.194,50;1,00;10,00;-;0,00;65,25;223,75;0,00;61,00
02.01.2025 02:30;02.01.2025 02:45;445,50;179,50;996,00;3.254,75;1,25;10,00;-;0,00;65,25;223,75;0,00;61,00
02.01.2025 02:45;02.01.2025 03:00;446,75;171,00;1.038,00;3.305,75;1,00;9,75;-;0,00;65,25;223,75;0,00;61,00
02.01.2025 03:00;02.01.2025 03:15;446,50;171,25;1.092,00;3.265,50;1,25;9,75;-;0,00;65,25;234,25;0,00;64,75
02.01.2025 03:15;02.01.2025 03:30;447,00;169,25;1.087,75;3.223,00;1,25;9,75;-;0,00;65,50;234,00;0,00;64,75
02.01.2025 03:30;02.01.2025 03:45;447,50;179,50;1.094,50;3.160,50;1,25;9,75;-;0,00;63,75;234,75;0,00;64,75
02.01.2025 03:45;02.01.2025 04:00;447,50;179,25;1.075,75;3.147,75;1,25;9,75;-;0,00;64,00;234,00;0,00;64,75
02.01.2025 04:00;02.01.2025 04:15;448,50;179,00;970,00;3.040,50;1,25;9,75;-;0,00;65,50;242,00;0,00;64,75
02.01.2025 04:15;02.01.2025 04:30;451,00;177,75;983,75;3.000,50;1,25;9,75;-;0,00;65,25;243,00;0,00;64,75
02.01.2025 04:30;02.01.2025 04:45;452,00;179,75;944,50;2.940,75;1,00;9,50;-;0,00;65,25;247,75;0,00;64,75
02.01.2025 04:45;02.01.2025 05:00;452,25;177,25;923,25;2.842,00;1,00;9,50;-;0,00;65,25;250,25;0,00;64,75
02.01.2025 05:00;02.01.2025 05:15;455,25;170,75;962,50;2.732,75;1,00;9,50;-;0,00;70,25;270,50;0,00;64,75
02.01.2025 05:15;02.01.2025 05:30;457,75;171,75;924,75;2.699,50;1,25;9,50;-;0,00;70,25;276,00;0,00;63,00
02.01.2025 05:30;02.01.2025 05:45;459,75;172,50;901,75;2.704,50;1,00;9,50;-;0,00;70,25;285,25;0,00;63,00
02.01.2025 05:45;02.01.2025 06:00;463,50;172,25;911,75;2.706,25;1,00;9,50;-;0,00;70,25;304,50;0,00;63,00
02.01.2025 06:00;02.01.2025 06:15;469,75;171,75;1.077,25;2.715,75;1,00;9,50;-;0,00;70,25;369,75;0,00;63,00
02.01.2025 06:15;02.01.2025 06:30;477,50;172,00;1.066,75;2.621,50;1,25;9,25;-;0,00;70,25;313,25;0,00;63,00
02.01.2025 06:30;02.01.2025 06:45;470,25;172,00;1.118,00;2.543,75;1,00;9,25;-;0,00;70,00;324,25;0,00;63,00
02.01.2025 06:45;02.01.2025 07:00;482,50;173,25;1.054,75;2.460,50;1,25;9,25;-;0,00;70,00;321,50;0,00;63,00
02.01.2025 07:00;02.01.2025 07:15;494,00;173,75;1.148,50;2.319,25;1,25;9,25;-;0,00;70,50;358,50;0,00;63,00
02.01.2025 07:15;02.01.2025 07:30;504,50;174,25;1.133,25;2.310,00;1,25;9,25;-;0,00;70,50;368,75;0,00;63,00
02.01.2025 07:30;02.01.2025 07:45;507,25;184,75;1.111,25;2.311,00;1,25;9,25;-;0,00;72,00;393,50;11,75;63,00
02.01.2025 07:45;02.01.2025 08:00;513,50;193,50;1.091,25;2.266,75;2,25;9,25;-;0,00;80,75;396,50;37,75;63,00
02.01.2025 08:00;02.01.2025 08:15;527,75;179,50;1.114,00;2.179,00;2,25;9,25;-;0,00;90,00;412,00;14,50;60,50
02.01.2025 08:15;02.01.2025 08:30;535,25;185,75;1.072,25;2.104,00;4,25;9,25;-;0,00;90,00;405,00;14,00;60,00
02.01.2025 08:30;02.01.2025 08:45;544,50;212,00;1.067,25;2.133,00;14,75;9,25;-;0,00;90,00;445,00;32,00;60,00
02.01.2025 08:45;02.01.2025 09:00;548,50;204,25;1.112,75;2.112,00;35,50;9,25;-;0,00;90,00;513,25;18,00;60,00
02.01.2025 09:00;02.01.2025 09:15;547,25;181,50;1.154,75;2.053,25;69,00;9,25;-;0,00;88,25;527,25;14,00;60,00
02.01.2025 09:15;02.01.2025 09:30;542,75;181,75;1.164,25;1.930,75;108,50;9,00;-;0,00;88,25;542,75;15,75;60,00
02.01.2025 09:30;02.01.2025 09:45;545,75;199,50;1.149,25;1.810,00;154,00;9,00;-;0,00;88,25;556,75;27,25;60,00
02.01.2025 09:45;02.01.2025 10:00;546,00;201,25;1.123,75;1.764,25;210,75;9,25;-;0,00;88,25;583,50;55,00;60,00
02.01.2025 10:00;02.01.2025 10:15;538,75;198,25;1.096,00;1.653,75;270,50;9,25;-;0,00;86,75;684,25;53,00;60,00
02.01.2025 10:15;02.01.2025 10:30;539,00;197,50;956,75;1.587,00;334,25;9,25;-;0,00;86,75;726,25;21,75;62,00
02.01.2025 10:30;02.01.2025 10:45;539,00;187,00;879,25;1.531,50;393,50;9,25;-;0,00;86,75;732,00;14,75;62,00
02.01.2025 10:45;02.01.2025 11:00;538,75;199,25;808,50;1.461,25;447,75;9,25;-;0,00;86,75;741,50;14,75;62,00
02.01.2025 11:00;02.01.2025 11:15;530,50;186,50;878,25;1.381,25;506,75;9,25;-;0,00;85,00;743,25;0,75;62,00
02.01.2025 11:15;02.01.2025 11:30;527,50;193,00;958,75;1.340,00;571,75;9,25;-;0,00;85,00;732,25;0,00;62,00
02.01.2025 11:30;02.01.2025 11:45;527,75;178,75;988,75;1.289,50;611,25;9,25;-;0,00;85,00;731,75;0,00;62,00
02.01.2025 11:45;02.01.2025 12:00;527,75;181,75;997,25;1.224,50;627,50;9,25;-;0,00;85,00;733,25;0,00;62,00
02.01.2025 12:00;02.01.2025 12:15;507,75;195,50;958,00;1.200,50;643,75;9,25;-;0,00;91,25;740,50;0,00;62,00
02.01.2025 12:15;02.01.2025 12:30;504,25;194,50;973,25;1.199,25;641,25;9,25;-;0,00;91,25;740,00;0,00;62,00
02.01.2025 12:30;02.01.2025 12:45;503,00;193,75;1.036,25;1.227,75;630,00;9,25;-;0,00;91,25;740,75;0,00;62,00
02.01.2025 12:45;02.01.2025 13:00;503,75;178,75;1.134,00;1.282,00;604,25;9,25;-;0,00;91,25;729,00;0,00;62,00
02.01.2025 13:00;02.01.2025 13:15;500,00;192,00;1.074,25;1.270,00;572,75;9,25;-;0,00;91,00;714,50;0,00;62,00
02.01.2025 13:15;02.01.2025 13:30;499,00;194,75;1.105,00;1.309,75;536,50;9,25;-;0,00;91,25;714,25;0,00;62,00
02.01.2025 13:30;02.01.2025 13:45;497,75;194,75;1.030,00;1.384,75;489,00;9,25;-;0,00;91,25;718,50;0,00;62,00
02.01.2025 13:45;02.01.2025 14:00;498,25;196,75;1.042,00;1.381,00;434,75;9,25;-;0,00;91,25;700,00;0,00;62,00
02.01.2025 14:00;02.01.2025 14:15;503,75;203,00;969,75;1.407,50;389,50;9,25;-;0,00;98,75;708,25;0,00;62,00
02.01.2025 14:15;02.01.2025 14:30;509,25;204,00;1.042,25;1.363,75;332,75;9,25;-;0,00;98,75;704,00;0,00;62,00
02.01.2025 14:30;02.01.2025 14:45;518,00;205,25;1.060,25;1.326,50;275,50;9,25;-;0,00;98,75;729,25;26,75;62,00
02.01.2025 14:45;02.01.2025 15:00;521,00;210,50;1.016,50;1.379,25;213,50;9,25;-;0,00;98,75;743,25;35,25;62,50
02.01.2025 15:00;02.01.2025 15:15;531,00;206,50;1.013,00;1.422,25;160,50;9,00;-;0,00;99,00;745,75;93,75;65,00
02.01.2025 15:15;02.01.2025 15:30;537,25;216,75;1.034,25;1.527,25;108,25;9,00;-;0,00;99,00;745,00;103,00;65,25
02.01.2025 15:30;02.01.2025 15:45;539,00;230,50;1.098,00;1.566,50;66,75;9,00;-;0,00;99,00;748,25;90,75;65,25
02.01.2025 15:45;02.01.2025 16:00;540,75;217,00;1.200,25;1.572,00;36,50;9,25;-;0,00;99,00;749,25;128,75;65,25
02.01.2025 16:00;02.01.2025 16:15;558,75;225,00;1.148,75;1.649,25;15,75;9,25;-;0,00;99,50;758,25;97,25;65,25
02.01.2025 16:15;02.01.2025 16:30;558,50;227,50;1.162,75;1.548,50;4,25;9,00;-;0,00;99,50;758,25;133,75;65,25
02.01.2025 16:30;02.01.2025 16:45;562,50;265,00;1.083,25;1.605,00;2,50;9,00;-;0,00;99,25;758,25;204,25;65,25
02.01.2025 16:45;02.01.2025 17:00;565,00;259,00;1.046,50;1.640,50;1,75;9,25;-;0,00;99,25;771,25;234,75;65,25
02.01.2025 17:00;02.01.2025 17:15;575,75;228,75;1.220,75;1.708,50;1,50;9,25;-;0,00;99,50;758,00;244,50;65,25
02.01.2025 17:15;02.01.2025 17:30;579,00;249,25;1.294,50;1.802,75;1,50;9,25;-;0,00;99,50;764,25;259,75;65,25
02.01.2025 17:30;02.01.2025 17:45;580,25;261,75;1.321,50;1.811,50;4,00;9,25;-;0,00;99,50;757,50;254,25;65,25
02.01.2025 17:45;02.01.2025 18:00;581,75;259,00;1.287,75;1.795,75;1,50;9,25;-;0,00;99,50;757,25;242,75;65,25
02.01.2025 18:00;02.01.2025 18:15;582,75;283,75;1.236,00;1.788,75;4,00;9,50;-;0,00;99,00;760,50;282,75;65,25
02.01.2025 18:15;02.01.2025 18:30;583,50;264,50;1.039,50;1.791,00;2,00;9,50;-;0,00;99,00;769,50;283,25;65,25
02.01.2025 18:30;02.01.2025 18:45;583,00;264,75;1.051,75;1.774,00;2,25;9,50;-;0,00;99,00;758,75;287,00;65,25
02.01.2025 18:45;02.01.2025 19:00;583,25;228,00;1.183,25;1.797,75;2,75;9,50;-;0,00;99,00;758,50;196,00;65,25
02.01.2025 19:00;02.01.2025 19:15;578,50;250,50;1.202,50;1.857,00;4,00;9,75;-;0,00;98,75;764,50;209,25;65,25
02.01.2025 19:15;02.01.2025 19:30;577,25;237,00;1.141,75;1.922,50;1,75;9,75;-;0,00;98,75;757,50;209,50;65,25
02.01.2025 19:30;02.01.2025 19:45;574,00;228,50;1.101,50;1.971,25;1,25;9,75;-;0,00;98,75;752,25;149,25;65,25
02.01.2025 19:45;02.01.2025 20:00;567,50;226,25;1.178,00;2.005,25;1,25;10,00;-;0,00;98,75;747,00;48,00;65,25
02.01.2025 20:00;02.01.2025 20:15;559,25;215,75;1.160,00;1.997,50;2,25;10,00;-;0,00;90,75;743,75;198,25;65,50
02.01.2025 20:15;02.01.2025 20:30;555,00;205,25;1.137,00;1.974,00;1,25;10,00;-;0,00;90,75;720,50;177,50;66,25
02.01.2025 20:30;02.01.2025 20:45;548,00;205,00;1.145,00;1.925,00;1,25;10,00;-;0,00;90,75;693,25;18,75;67,00
02.01.2025 20:45;02.01.2025 21:00;541,75;205,25;1.157,50;1.846,00;1,00;10,00;-;0,00;90,75;675,50;19,75;67,75
02.01.2025 21:00;02.01.2025 21:15;522,50;200,25;1.093,25;1.825,75;1,00;10,00;-;0,00;92,00;676,25;144,75;68,50
02.01.2025 21:15;02.01.2025 21:30;518,50;197,50;1.074,75;1.801,75;1,00;10,00;-;0,00;84,50;674,25;104,50;69,00
02.01.2025 21:30;02.01.2025 21:45;515,25;191,00;1.141,50;1.739,00;1,00;10,00;-;0,00;75,75;662,25;42,75;69,00
02.01.2025 21:45;02.01.2025 22:00;513,50;176,00;1.258,00;1.706,50;1,00;10,00;-;0,00;74,25;663,50;21,25;69,00
02.01.2025 22:00;02.01.2025 22:15;504,00;191,50;1.247,50;1.598,75;2,25;10,00;-;0,00;74,50;631,25;110,00;68,50
02.01.2025 22:15;02.01.2025 22:30;504,00;195,00;1.297,50;1.598,00;1,00;10,25;-;0,00;74,50;596,00;43,75;68,50
02.01.2025 22:30;02.01.2025 22:45;502,00;196,00;1.381,50;1.584,25;1,00;10,25;-;0,00;74,50;585,00;14,50;68,50
02.01.2025 22:45;02.01.2025 23:00;498,50;196,75;1.351,00;1.567,25;1,00;10,25;-;0,00;74,50;577,00;14,00;68,25
02.01.2025 23:00;02.01.2025 23:15;487,50;197,00;1.191,00;1.568,00;1,25;10,25;-;0,00;72,75;572,75;14,00;67,75
02.01.2025 23:15;02.01.2025 23:30;486,00;190,75;1.201,25;1.591,75;1,25;10,25;-;0,00;72,75;575,50;8,50;67,75
02.01.2025 23:30;02.01.2025 23:45;484,25;186,75;1.262,25;1.627,25;1,75;10,25;-;0,00;72,75;574,75;0,00;67,75
02.01.2025 23:45;03.01.2025 00:00;480,50;183,75;1.263,25;1.666,25;1,00;10,50;-;0,00;72,75;560,75;0,00;67,75
03.01.2025 00:00;03.01.2025 00:15;472,00;182,50;1.192,50;1.667,25;1,25;10,50;-;0,00;71,75;583,00;0,00;65,00
