Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
15.03.2025 17:30;15.03.2025 17:45;577,75;170,75;243,50;1.010,75;181,00;9,00;-;0,00;106,75;290,00;192,00;61,50
15.03.2025 17:45;15.03.2025 18:00;588,75;171,75;227,25;1.014,50;98,50;9,00;-;0,00;107,75;290,75;193,50;61,50
15.03.2025 18:00;15.03.2025 18:15;595,50;174,00;190,00;1.045,50;39,75;9,00;-;0,00;111,75;299,25;206,00;61,50
15.03.2025 18:15;15.03.2025 18:30;600,50;175,25;153,00;1.077,00;15,50;9,00;-;0,00;111,75;310,25;205,75;59,50
15.03.2025 18:30;15.03.2025 18:45;600,50;174,75;131,50;1.126,50;9,25;9,00;-;0,00;111,75;310,50;205,75;59,50
15.03.2025 18:45;15.03.2025 19:00;602,25;174,00;112,50;1.175,00;8,25;9,00;-;0,00;111,50;311,00;206,75;59,50
15.03.2025 19:00;15.03.2025 19:15;600,25;173,00;99,00;1.221,25;9,25;9,00;-;0,00;114,25;313,00;204,50;59,50
15.03.2025 19:15;15.03.2025 19:30;601,00;172,75;94,25;1.273,00;4,75;9,00;-;0,00;114,25;313,00;205,00;59,50
15.03.2025 19:30;15.03.2025 19:45;599,50;172,50;84,50;1.301,75;1,75;9,00;-;0,00;114,25;316,25;204,50;59,50
15.03.2025 19:45;15.03.2025 20:00;597,50;172,00;75,75;1.318,50;1,50;9,00;-;0,00;114,00;316,25;194,50;59,50
15.03.2025 20:00;15.03.2025 20:15;590,75;164,25;70,25;1.331,50;2,75;9,25;-;0,00;112,25;317,00;179,50;59,50
15.03.2025 20:15;15.03.2025 20:30;585,25;162,25;63,75;1.349,75;1,00;9,50;-;0,00;110,75;317,00;162,25;59,50
15.03.2025 20:30;15.03.2025 20:45;580,50;162,75;58,00;1.364,50;1,00;9,75;-;0,00;102,00;317,00;145,75;59,50
15.03.2025 20:45;15.03.2025 21:00;577,25;162,00;61,00;1.376,25;1,00;9,75;-;0,00;94,50;310,50;38,00;59,50
15.03.2025 21:00;15.03.2025 21:15;565,00;162,00;60,50;1.395,25;2,50;9,75;-;0,00;92,00;293,00;179,25;59,50
15.03.2025 21:15;15.03.2025 21:30;561,75;161,50;54,00;1.389,25;1,00;9,75;-;0,00;91,75;292,75;170,75;61,50
15.03.2025 21:30;15.03.2025 21:45;558,00;161,50;52,75;1.375,75;1,00;9,75;-;0,00;91,75;292,50;155,25;61,50
15.03.2025 21:45;15.03.2025 22:00;555,50;162,00;60,75;1.338,25;1,00;9,75;-;0,00;91,75;292,75;42,50;61,50
15.03.2025 22:00;15.03.2025 22:15;542,50;163,50;59,25;1.293,25;2,25;9,75;-;0,00;87,75;290,25;87,00;61,50
15.03.2025 22:15;15.03.2025 22:30;539,25;162,75;50,25;1.276,25;1,75;10,00;-;0,00;87,75;290,50;65,00;61,50
15.03.2025 22:30;15.03.2025 22:45;533,50;162,00;44,50;1.251,50;1,75;10,00;-;0,00;87,75;290,25;64,25;61,50
15.03.2025 22:45;15.03.2025 23:00;530,00;161,75;43,25;1.216,25;1,00;10,00;-;0,00;87,75;290,25;24,00;61,50
15.03.2025 23:00;15.03.2025 23:15;514,25;161,75;46,25;1.202,00;1,75;10,00;-;0,00;74,75;288,00;29,00;61,50
15.03.2025 23:15;15.03.2025 23:30;509,75;161,25;59,00;1.194,75;1,75;10,00;-;0,00;74,50;277,00;0,75;43,50
15.03.2025 23:30;15.03.2025 23:45;504,75;161,00;71,00;1.185,50;1,00;10,00;-;0,00;74,50;277,00;0,25;43,50
15.03.2025 23:45;16.03.2025 00:00;502,00;159,00;67,00;1.176,50;1,25;10,00;-;0,00;74,50;277,00;0,00;43,50
16.03.2025 00:00;16.03.2025 00:15;495,25;158,50;65,25;1.150,75;2,00;10,00;-;0,00;76,50;269,75;0,00;43,50
16.03.2025 00:15;16.03.2025 00:30;492,50;158,00;76,25;1.155,25;2,25;10,25;-;0,00;76,50;269,50;0,00;43,50
16.03.2025 00:30;16.03.2025 00:45;490,50;157,25;81,75;1.141,75;2,50;10,00;-;0,00;76,25;269,50;0,00;43,50
16.03.2025 00:45;16.03.2025 01:00;488,75;157,50;66,50;1.127,25;1,00;10,00;-;0,00;76,25;269,00;0,00;43,50
16.03.2025 01:00;16.03.2025 01:15;483,25;157,00;48,25;1.122,00;1,25;10,00;-;0,00;75,50;265,00;0,00;43,50
16.03.2025 01:15;16.03.2025 01:30;481,75;156,25;47,75;1.090,25;1,00;10,00;-;0,00;75,25;263,50;0,00;43,50
16.03.2025 01:30;16.03.2025 01:45;479,00;156,00;57,25;1.059,75;1,00;10,00;-;0,00;75,25;263,50;0,00;43,50
16.03.2025 01:45;16.03.2025 02:00;478,00;156,00;63,50;1.035,50;1,00;10,25;-;0,00;75,25;263,25;0,00;43,50
16.03.2025 02:00;16.03.2025 02:15;474,50;157,75;70,25;996,00;1,00;10,25;-;0,00;75,75;282,25;0,00;43,50
16.03.2025 02:15;16.03.2025 02:30;472,00;156,75;79,50;956,00;1,25;10,25;-;0,00;75,75;282,25;3,75;43,50
16.03.2025 02:30;16.03.2025 02:45;471,50;155,75;97,50;934,75;1,00;10,25;-;0,00;75,75;282,50;15,25;43,50
16.03.2025 02:45;16.03.2025 03:00;473,00;155,00;116,00;913,25;1,00;10,25;-;0,00;76,00;282,75;15,25;43,50
16.03.2025 03:00;16.03.2025 03:15;472,75;154,75;120,75;896,75;1,00;10,25;-;0,00;77,00;283,00;0,50;43,50
16.03.2025 03:15;16.03.2025 03:30;473,25;154,75;127,00;882,00;1,00;10,25;-;0,00;77,00;283,00;0,00;43,50
16.03.2025 03:30;16.03.2025 03:45;473,00;154,75;131,25;868,50;1,00;10,25;-;0,00;77,00;283,25;0,00;43,50
16.03.2025 03:45;16.03.2025 04:00;473,25;154,50;147,75;874,25;1,00;10,25;-;0,00;77,25;283,25;0,00;43,50
16.03.2025 04:00;16.03.2025 04:15;478,00;154,25;171,50;869,25;1,00;10,00;-;0,00;79,75;291,50;0,00;43,50
16.03.2025 04:15;16.03.2025 04:30;481,25;152,75;194,50;857,00;1,00;10,00;-;0,00;79,50;291,50;0,00;41,50
16.03.2025 04:30;16.03.2025 04:45;482,75;152,00;213,25;844,50;1,00;10,25;-;0,00;79,50;291,50;0,00;41,50
16.03.2025 04:45;16.03.2025 05:00;483,50;152,25;218,75;844,25;1,00;10,25;-;0,00;79,75;291,50;0,00;41,50
16.03.2025 05:00;16.03.2025 05:15;491,75;153,75;193,00;842,00;1,50;10,00;-;0,00;84,75;291,50;0,00;41,50
16.03.2025 05:15;16.03.2025 05:30;493,25;153,25;189,00;839,25;1,00;10,00;-;0,00;84,75;291,50;0,00;38,75
16.03.2025 05:30;16.03.2025 05:45;494,75;154,00;191,25;836,50;1,00;10,00;-;0,00;84,75;291,50;0,00;38,75
16.03.2025 05:45;16.03.2025 06:00;497,50;155,50;198,00;825,75;1,00;10,00;-;0,00;85,25;291,50;0,00;38,75
16.03.2025 06:00;16.03.2025 06:15;501,00;159,50;204,75;839,75;1,00;9,75;-;0,00;87,00;293,50;0,00;38,75
16.03.2025 06:15;16.03.2025 06:30;504,75;159,50;207,75;848,75;3,00;9,75;-;0,00;87,00;293,50;0,00;38,75
16.03.2025 06:30;16.03.2025 06:45;510,75;159,25;214,50;861,50;23,00;9,75;-;0,00;87,00;293,25;0,00;38,75
16.03.2025 06:45;16.03.2025 07:00;513,00;158,25;225,75;849,25;92,00;9,75;-;0,00;87,00;292,00;0,00;38,75
16.03.2025 07:00;16.03.2025 07:15;512,75;153,25;250,25;815,75;208,25;9,75;-;0,00;86,00;249,75;0,00;38,75
16.03.2025 07:15;16.03.2025 07:30;514,25;152,00;271,25;798,00;370,25;9,75;-;0,00;86,00;249,75;0,00;38,75
16.03.2025 07:30;16.03.2025 07:45;513,25;153,25;281,50;770,25;580,25;9,75;-;0,00;86,00;249,75;0,00;38,75
16.03.2025 07:45;16.03.2025 08:00;514,75;154,25;275,50;739,00;818,00;9,75;-;0,00;86,00;241,25;0,00;38,75
16.03.2025 08:00;16.03.2025 08:15;507,00;157,00;260,75;697,75;1.070,50;9,75;-;0,00;89,25;218,00;0,00;38,75
16.03.2025 08:15;16.03.2025 08:30;505,50;160,75;247,75;658,50;1.342,00;9,75;-;0,00;89,25;219,75;0,00;38,75
16.03.2025 08:30;16.03.2025 08:45;504,50;160,25;246,25;603,50;1.611,75;9,75;-;0,00;89,25;220,25;0,00;38,75
16.03.2025 08:45;16.03.2025 09:00;502,75;162,25;249,75;565,25;1.866,00;9,75;-;0,00;89,50;220,00;0,00;38,75
16.03.2025 09:00;16.03.2025 09:15;491,75;164,50;263,75;547,75;2.114,25;9,75;-;0,00;71,25;195,75;0,00;38,75
16.03.2025 09:15;16.03.2025 09:30;489,00;165,75;292,75;545,00;2.325,00;9,75;-;0,00;71,25;195,75;0,00;38,75
16.03.2025 09:30;16.03.2025 09:45;483,25;167,25;290,25;526,00;2.499,50;9,75;-;0,00;71,25;196,00;0,00;38,75
16.03.2025 09:45;16.03.2025 10:00;482,75;168,00;298,00;530,00;2.630,50;9,75;-;0,00;70,50;196,50;0,00;38,75
16.03.2025 10:00;16.03.2025 10:15;470,00;168,50;331,25;588,75;2.779,50;9,75;-;0,00;70,50;194,75;0,00;38,75
16.03.2025 10:15;16.03.2025 10:30;468,25;171,75;311,50;592,75;2.854,75;9,75;-;0,00;70,00;195,25;0,00;40,50
16.03.2025 10:30;16.03.2025 10:45;466,25;172,75;316,50;620,75;2.920,25;9,75;-;0,00;69,50;196,75;0,00;40,50
16.03.2025 10:45;16.03.2025 11:00;464,75;169,00;327,50;640,25;2.938,50;9,75;-;0,00;69,25;196,75;0,00;40,50
16.03.2025 11:00;16.03.2025 11:15;454,50;170,25;332,25;722,00;3.019,25;9,75;-;0,00;64,25;194,75;0,00;40,50
16.03.2025 11:15;16.03.2025 11:30;452,25;169,75;354,25;742,25;3.048,75;9,75;-;0,00;63,25;195,25;0,00;43,50
16.03.2025 11:30;16.03.2025 11:45;451,25;169,75;369,00;788,75;3.029,25;9,75;-;0,00;62,50;195,75;0,00;43,50
16.03.2025 11:45;16.03.2025 12:00;450,50;167,00;375,25;792,50;3.002,50;9,75;-;0,00;61,75;195,75;0,00;43,50
16.03.2025 12:00;16.03.2025 12:15;444,00;163,50;386,00;860,00;3.003,00;9,75;-;0,00;61,00;195,75;0,00;43,50
16.03.2025 12:15;16.03.2025 12:30;444,00;162,50;411,75;943,50;2.996,75;9,75;-;0,00;61,00;195,25;0,00;43,50
16.03.2025 12:30;16.03.2025 12:45;444,00;166,50;451,00;977,75;2.975,75;9,75;-;0,00;61,00;195,00;0,00;43,50
16.03.2025 12:45;16.03.2025 13:00;444,00;166,50;418,00;1.025,25;2.930,25;9,75;-;0,00;61,00;194,00;0,00;43,50
16.03.2025 13:00;16.03.2025 13:15;443,00;163,25;401,25;1.109,25;2.846,75;9,75;-;0,00;61,25;196,25;0,00;43,50
16.03.2025 13:15;16.03.2025 13:30;442,00;160,50;434,75;1.151,50;2.789,00;9,75;-;0,00;61,00;195,00;0,00;43,50
16.03.2025 13:30;16.03.2025 13:45;441,50;163,25;443,25;1.168,50;2.723,00;9,75;-;0,00;61,00;193,50;0,00;43,50
16.03.2025 13:45;16.03.2025 14:00;443,00;163,25;490,25;1.178,50;2.627,25;9,75;-;0,00;61,00;192,75;0,00;43,50
16.03.2025 14:00;16.03.2025 14:15;442,75;163,25;526,75;1.106,50;2.493,25;9,75;-;0,00;64,75;192,75;0,00;43,50
16.03.2025 14:15;16.03.2025 14:30;444,50;166,50;548,75;1.154,00;2.374,00;9,75;-;0,00;64,50;192,25;0,00;43,50
16.03.2025 14:30;16.03.2025 14:45;446,00;169,75;558,50;1.189,50;2.244,00;9,75;-;0,00;64,50;192,25;0,00;43,50
16.03.2025 14:45;16.03.2025 15:00;449,75;172,50;578,75;1.248,25;2.126,50;9,75;-;0,00;64,50;192,50;0,00;43,50
16.03.2025 15:00;16.03.2025 15:15;454,00;167,75;618,25;1.186,25;1.995,75;9,75;-;0,00;68,75;195,50;0,00;43,50
16.03.2025 15:15;16.03.2025 15:30;458,75;161,00;599,25;1.244,25;1.842,25;9,75;-;0,00;68,50;195,50;0,00;43,50
16.03.2025 15:30;16.03.2025 15:45;461,25;159,25;569,25;1.247,00;1.714,75;9,75;-;0,00;68,50;195,25;0,00;43,50
16.03.2025 15:45;16.03.2025 16:00;466,50;155,00;633,25;1.288,00;1.591,50;9,75;-;0,00;68,50;193,25;0,00;43,50
16.03.2025 16:00;16.03.2025 16:15;487,00;154,25;736,25;1.275,75;1.409,50;9,75;-;0,00;87,50;224,75;0,00;43,50
16.03.2025 16:15;16.03.2025 16:30;494,00;153,00;748,75;1.360,50;1.244,00;9,75;-;0,00;87,50;246,25;0,00;43,50
16.03.2025 16:30;16.03.2025 16:45;497,50;153,75;726,75;1.373,75;1.038,00;9,75;-;0,00;87,50;253,50;0,00;43,50
16.03.2025 16:45;16.03.2025 17:00;503,75;155,00;729,75;1.318,00;797,00;9,75;-;0,00;87,50;249,50;0,00;43,50
16.03.2025 17:00;16.03.2025 17:15;533,50;155,75;817,00;1.236,50;583,00;9,75;-;0,00;84,50;328,25;0,00;43,50
16.03.2025 17:15;16.03.2025 17:30;548,50;156,50;932,25;1.172,75;390,50;9,75;-;0,00;92,00;329,75;0,75;43,50
16.03.2025 17:30;16.03.2025 17:45;568,75;157,00;977,75;1.112,75;237,50;9,75;-;0,00;100,75;374,50;107,50;43,50
16.03.2025 17:45;16.03.2025 18:00;578,00;159,00;948,25;1.053,75;118,75;9,75;-;0,00;102,00;429,50;149,50;43,50
16.03.2025 18:00;16.03.2025 18:15;590,25;161,25;933,25;1.023,00;44,25;9,75;-;0,00;111,50;444,75;149,00;43,50
16.03.2025 18:15;16.03.2025 18:30;595,25;161,75;930,50;1.020,50;11,75;9,75;-;0,00;111,50;450,50;202,50;41,50
16.03.2025 18:30;16.03.2025 18:45;596,00;162,25;911,50;1.039,50;3,75;9,75;-;0,00;111,50;451,50;218,75;41,50
16.03.2025 18:45;16.03.2025 19:00;596,50;162,00;899,50;1.059,25;2,50;9,75;-;0,00;111,50;452,25;193,25;41,50
16.03.2025 19:00;16.03.2025 19:15;595,50;161,50;920,00;1.112,75;5,25;9,75;-;0,00;113,50;455,25;171,25;41,50
16.03.2025 19:15;16.03.2025 19:30;596,00;161,75;861,75;1.203,00;3,00;9,75;-;0,00;113,50;456,00;172,25;41,50
16.03.2025 19:30;16.03.2025 19:45;594,75;161,00;829,00;1.292,25;2,50;9,75;-;0,00;113,50;453,00;189,50;41,50
16.03.2025 19:45;16.03.2025 20:00;594,75;160,50;816,25;1.361,75;1,50;9,75;-;0,00;113,50;450,00;219,25;41,50
16.03.2025 20:00;16.03.2025 20:15;588,50;156,75;784,00;1.425,50;5,25;9,75;-;0,00;111,50;456,50;220,00;41,50
16.03.2025 20:15;16.03.2025 20:30;585,50;156,25;766,50;1.481,25;1,50;9,75;-;0,00;111,50;457,00;162,00;41,50
16.03.2025 20:30;16.03.2025 20:45;580,75;155,50;797,25;1.504,25;2,00;9,75;-;0,00;111,50;455,50;144,75;41,50
16.03.2025 20:45;16.03.2025 21:00;576,50;154,50;816,50;1.509,75;1,50;9,75;-;0,00;110,00;436,00;120,25;41,50
16.03.2025 21:00;16.03.2025 21:15;560,25;153,50;743,75;1.564,50;2,75;9,75;-;0,00;101,50;441,25;200,00;41,50
16.03.2025 21:15;16.03.2025 21:30;558,50;153,00;773,50;1.619,50;1,75;9,75;-;0,00;93,75;406,25;196,00;43,50
16.03.2025 21:30;16.03.2025 21:45;553,75;152,75;798,75;1.665,75;1,50;9,75;-;0,00;85,00;358,50;56,75;43,50
16.03.2025 21:45;16.03.2025 22:00;550,75;152,75;806,25;1.707,25;1,50;9,75;-;0,00;85,00;310,00;16,25;43,50
16.03.2025 22:00;16.03.2025 22:15;534,50;154,25;727,00;1.648,50;1,50;10,00;-;0,00;81,75;296,50;98,00;43,50
16.03.2025 22:15;16.03.2025 22:30;530,00;153,75;745,50;1.672,50;1,75;10,00;-;0,00;81,75;300,25;33,00;43,50
16.03.2025 22:30;16.03.2025 22:45;525,25;153,00;790,25;1.686,50;2,00;10,00;-;0,00;81,75;300,50;42,00;43,50
16.03.2025 22:45;16.03.2025 23:00;523,00;151,00;779,75;1.696,50;2,75;10,00;-;0,00;82,00;300,00;71,50;43,50
16.03.2025 23:00;16.03.2025 23:15;504,50;149,75;940,50;1.733,75;1,50;10,25;-;0,00;76,50;296,75;65,75;43,50
16.03.2025 23:15;16.03.2025 23:30;497,25;149,00;988,25;1.784,75;1,00;10,25;-;0,00;76,25;297,25;38,50;43,50
16.03.2025 23:30;16.03.2025 23:45;492,00;148,00;1.043,75;1.835,50;1,00;10,25;-;0,00;76,00;297,00;8,75;43,50
16.03.2025 23:45;17.03.2025 00:00;489,25;147,25;1.106,50;1.868,25;1,00;10,25;-;0,00;76,00;293,25;0,00;43,50
17.03.2025 00:00;17.03.2025 00:15;467,25;147,00;1.287,75;1.890,75;1,00;10,25;-;0,00;75,50;290,50;0,00;43,50
17.03.2025 00:15;17.03.2025 00:30;462,50;147,25;1.374,50;1.925,00;1,00;10,25;-;0,00;75,50;290,50;0,00;43,50
17.03.2025 00:30;17.03.2025 00:45;459,00;147,25;1.348,75;1.929,50;1,00;10,25;-;0,00;75,25;290,50;0,00;43,50
17.03.2025 00:45;17.03.2025 01:00;460,00;146,50;1.351,75;1.909,50;0,75;10,25;-;0,00;75,25;291,25;0,00;43,50
17.03.2025 01:00;17.03.2025 01:15;455,50;145,50;1.251,50;1.896,00;1,00;10,25;-;0,00;76,00;284,50;0,00;43,50
17.03.2025 01:15;17.03.2025 01:30;454,75;145,75;1.236,50;1.885,75;1,00;10,25;-;0,00;76,00;284,50;0,00;43,50
17.03.2025 01:30;17.03.2025 01:45;454,25;145,50;1.232,25;1.877,75;1,00;10,25;-;0,00;76,00;284,50;0,00;43,50
17.03.2025 01:45;17.03.2025 02:00;453,25;144,50;1.224,50;1.850,50;1,00;10,25;-;0,00;76,00;284,50;0,00;43,50
17.03.2025 02:00;17.03.2025 02:15;449,75;146,00;1.245,00;1.816,00;1,00;10,25;-;0,00;76,75;285,00;0,00;43,50
17.03.2025 02:15;17.03.2025 02:30;449,75;145,50;1.251,25;1.800,75;1,00;10,25;-;0,00;76,75;284,75;0,00;43,50
17.03.2025 02:30;17.03.2025 02:45;451,50;144,75;1.249,50;1.803,25;1,00;10,25;-;0,00;76,75;285,75;0,00;43,50
17.03.2025 02:45;17.03.2025 03:00;451,25;144,00;1.250,00;1.822,00;1,00;10,25;-;0,00;76,50;287,00;0,00;43,50
17.03.2025 03:00;17.03.2025 03:15;452,00;144,25;1.253,00;1.797,50;1,00;10,25;-;0,00;78,75;285,25;0,00;43,50
17.03.2025 03:15;17.03.2025 03:30;454,50;143,75;1.242,75;1.767,75;1,00;10,25;-;0,00;78,50;285,50;0,00;43,50
17.03.2025 03:30;17.03.2025 03:45;455,75;144,00;1.213,50;1.747,50;1,00;10,00;-;0,00;78,50;285,75;0,00;43,50
17.03.2025 03:45;17.03.2025 04:00;456,50;144,50;1.233,50;1.741,75;1,00;10,00;-;0,00;78,75;286,00;0,00;43,50
17.03.2025 04:00;17.03.2025 04:15;464,50;145,50;1.198,00;1.740,75;1,00;10,00;-;0,00;83,75;296,00;0,00;43,50
17.03.2025 04:15;17.03.2025 04:30;467,75;146,00;1.155,25;1.753,00;1,00;10,00;-;0,00;83,50;300,50;0,00;40,50
17.03.2025 04:30;17.03.2025 04:45;469,50;146,25;1.125,75;1.763,50;1,00;10,00;-;0,00;83,50;302,50;0,00;40,50
17.03.2025 04:45;17.03.2025 05:00;471,75;146,25;1.108,25;1.754,50;1,00;10,00;-;0,00;83,50;302,50;0,00;40,50
17.03.2025 05:00;17.03.2025 05:15;484,75;147,25;1.102,25;1.743,50;1,00;9,75;-;0,00;92,75;296,25;0,00;40,50
17.03.2025 05:15;17.03.2025 05:30;490,75;149,00;1.099,25;1.744,00;1,00;9,75;-;0,00;92,25;297,50;0,00;36,75
17.03.2025 05:30;17.03.2025 05:45;496,25;150,50;1.066,75;1.764,25;1,00;9,75;-;0,00;101,75;307,00;0,00;36,75
17.03.2025 05:45;17.03.2025 06:00;505,00;153,50;1.009,50;1.767,00;1,00;9,75;-;0,00;109,00;307,50;0,00;36,75
17.03.2025 06:00;17.03.2025 06:15;525,25;157,50;1.072,50;1.755,25;1,25;9,75;-;0,00;116,50;316,25;0,00;36,75
17.03.2025 06:15;17.03.2025 06:30;537,25;160,00;984,25;1.764,75;3,75;9,75;-;0,00;117,75;316,75;7,50;36,75
17.03.2025 06:30;17.03.2025 06:45;551,50;160,75;939,50;1.845,25;26,00;9,75;-;0,00;117,75;322,00;66,50;36,75
17.03.2025 06:45;17.03.2025 07:00;557,75;161,25;891,25;1.824,25;91,75;9,75;-;0,00;117,50;322,00;63,00;36,75
17.03.2025 07:00;17.03.2025 07:15;572,50;158,75;968,00;1.740,75;197,25;9,75;-;0,00;124,00;316,75;178,25;36,75
17.03.2025 07:15;17.03.2025 07:30;577,25;157,00;886,75;1.667,75;323,00;9,75;-;0,00;124,00;321,75;171,00;36,75
17.03.2025 07:30;17.03.2025 07:45;578,25;156,50;823,00;1.592,00;467,00;9,75;-;0,00;124,00;322,50;160,75;36,75
17.03.2025 07:45;17.03.2025 08:00;578,25;159,75;763,00;1.512,50;639,50;9,75;-;0,00;124,25;318,00;158,25;36,75
17.03.2025 08:00;17.03.2025 08:15;570,00;158,50;706,50;1.413,75;831,75;9,75;-;0,00;123,00;315,00;152,75;36,75
17.03.2025 08:15;17.03.2025 08:30;566,50;156,00;649,25;1.339,00;1.037,50;9,75;-;0,00;123,00;316,00;141,25;36,75
17.03.2025 08:30;17.03.2025 08:45;557,00;153,50;595,25;1.291,75;1.268,75;9,75;-;0,00;123,00;318,50;30,00;36,75
17.03.2025 08:45;17.03.2025 09:00;550,75;152,00;533,75;1.248,25;1.496,25;9,75;-;0,00;123,00;312,00;7,25;36,75
17.03.2025 09:00;17.03.2025 09:15;524,00;152,75;476,00;1.227,75;1.719,50;9,75;-;0,00;114,75;310,25;66,00;36,75
17.03.2025 09:15;17.03.2025 09:30;515,00;153,25;430,75;1.223,75;1.944,00;9,75;-;0,00;107,25;310,25;0,75;36,75
17.03.2025 09:30;17.03.2025 09:45;504,50;157,00;346,00;1.198,50;2.228,25;9,75;-;0,00;98,50;310,50;0,00;36,75
17.03.2025 09:45;17.03.2025 10:00;501,50;158,50;302,25;1.136,25;2.465,25;9,75;-;0,00;97,25;305,50;0,00;36,75
17.03.2025 10:00;17.03.2025 10:15;467,75;158,50;271,50;1.056,75;2.673,00;9,50;-;0,00;96,00;235,25;0,00;36,75
17.03.2025 10:15;17.03.2025 10:30;463,25;160,25;235,00;1.043,50;2.908,50;9,50;-;0,00;96,00;230,00;0,00;40,50
17.03.2025 10:30;17.03.2025 10:45;460,25;154,00;210,50;1.024,25;3.011,75;9,50;-;0,00;96,00;228,75;0,00;40,50
17.03.2025 10:45;17.03.2025 11:00;458,50;149,75;189,75;1.012,25;3.098,50;9,50;-;0,00;96,00;230,00;0,00;40,50
17.03.2025 11:00;17.03.2025 11:15;447,00;148,75;122,00;1.043,50;3.177,00;9,50;-;0,00;72,75;200,25;0,00;40,50
17.03.2025 11:15;17.03.2025 11:30;443,75;151,50;101,25;1.017,00;3.228,00;9,50;-;0,00;72,75;200,25;0,00;43,50
17.03.2025 11:30;17.03.2025 11:45;443,25;153,75;83,75;959,75;3.276,00;9,50;-;0,00;72,50;200,50;0,00;43,50
17.03.2025 11:45;17.03.2025 12:00;444,25;156,25;70,50;898,75;3.308,00;9,50;-;0,00;72,50;200,25;0,00;43,50
17.03.2025 12:00;17.03.2025 12:15;438,00;149,50;61,75;894,25;3.384,25;9,50;-;0,00;74,25;199,50;0,00;43,50
17.03.2025 12:15;17.03.2025 12:30;437,75;144,25;56,00;865,50;3.431,50;9,50;-;0,00;74,00;199,50;0,00;43,50
17.03.2025 12:30;17.03.2025 12:45;437,50;144,75;51,00;829,50;3.475,25;9,50;-;0,00;73,75;199,50;0,00;43,50
17.03.2025 12:45;17.03.2025 13:00;438,50;142,75;41,50;827,75;3.538,25;9,50;-;0,00;73,25;199,50;0,00;43,50
17.03.2025 13:00;17.03.2025 13:15;438,00;144,25;63,00;867,50;3.580,50;9,50;-;0,00;70,00;198,75;0,00;43,50
17.03.2025 13:15;17.03.2025 13:30;438,75;154,25;68,75;870,00;3.588,00;9,50;-;0,00;70,00;198,75;0,00;43,50
17.03.2025 13:30;17.03.2025 13:45;439,25;161,25;71,50;830,25;3.533,75;9,75;-;0,00;69,75;198,75;0,00;43,50
17.03.2025 13:45;17.03.2025 14:00;441,50;165,25;48,50;798,25;3.509,75;9,75;-;0,00;69,75;198,50;0,00;43,50
17.03.2025 14:00;17.03.2025 14:15;442,00;163,75;68,50;740,50;3.418,50;9,75;-;0,00;70,75;198,50;0,00;43,50
17.03.2025 14:15;17.03.2025 14:30;446,75;167,50;92,75;715,25;3.314,00;9,75;-;0,00;70,25;208,00;0,00;43,50
17.03.2025 14:30;17.03.2025 14:45;448,25;171,75;66,25;715,00;3.189,00;9,75;-;0,00;69,75;225,75;0,00;43,50
17.03.2025 14:45;17.03.2025 15:00;450,50;173,75;56,25;698,00;3.073,00;9,75;-;0,00;70,00;244,00;0,00;43,50
17.03.2025 15:00;17.03.2025 15:15;453,75;170,25;76,00;686,75;2.913,00;9,75;-;0,00;91,75;281,50;0,00;43,50
17.03.2025 15:15;17.03.2025 15:30;458,50;163,75;81,00;698,25;2.755,00;9,75;-;0,00;91,50;297,25;0,00;43,50
17.03.2025 15:30;17.03.2025 15:45;457,75;162,25;81,75;695,00;2.549,75;9,75;-;0,00;91,50;334,75;0,00;44,00
17.03.2025 15:45;17.03.2025 16:00;464,75;161,75;140,25;695,75;2.378,50;9,75;-;0,00;98,25;351,00;0,00;43,50
17.03.2025 16:00;17.03.2025 16:15;494,50;160,25;167,75;663,25;2.104,50;9,75;-;0,00;103,25;435,50;0,00;43,50
17.03.2025 16:15;17.03.2025 16:30;506,50;159,00;167,25;675,25;1.844,00;9,75;-;0,00;103,75;520,00;0,00;43,50
17.03.2025 16:30;17.03.2025 16:45;518,75;156,25;160,50;702,50;1.549,50;9,75;-;0,00;110,00;597,50;0,00;43,50
17.03.2025 16:45;17.03.2025 17:00;526,50;153,00;169,00;702,00;1.232,25;9,75;-;0,00;120,25;623,25;85,00;43,50
17.03.2025 17:00;17.03.2025 17:15;551,00;152,75;178,00;686,25;918,00;9,75;-;0,00;129,25;659,75;40,00;43,50
17.03.2025 17:15;17.03.2025 17:30;566,00;154,50;171,00;671,75;627,00;9,50;-;0,00;140,25;737,75;119,00;43,50
17.03.2025 17:30;17.03.2025 17:45;586,25;162,00;163,00;653,00;380,25;9,75;-;0,00;146,00;803,00;158,50;43,50
17.03.2025 17:45;17.03.2025 18:00;591,75;169,50;164,00;652,50;201,75;9,75;-;0,00;151,00;821,50;199,75;43,50
17.03.2025 18:00;17.03.2025 18:15;597,00;169,50;172,00;671,75;77,25;9,75;-;0,00;155,50;828,00;181,00;43,50
